edu hr wage famearn selfempl salaried  married numkid age locunemp
16.0 2009.0 27.0 94864.3 0.0 0.0 1.0 1.0 36.0 8.9 
16.0 1976.0 28.8 100010.5 0.0 0.0 1.0 1.0 37.0 8.1 
16.0 2861.0 13.2 60684.1 0.0 0.0 1.0 2.0 37.0 7.2 
16.0 3069.0 10.1 54125.0 0.0 0.0 1.0 2.0 38.0 6.5 
16.0 2760.0 9.9 54551.2 0.0 0.0 1.0 2.0 39.0 6.3 
17.0 1580.0 21.0 64337.1 0.0 1.0 1.0 1.0 37.0 7.2 
17.0 1365.0 35.0 81478.5 0.0 1.0 1.0 1.0 38.0 6.5 
17.0 1496.0 32.7 83076.9 0.0 1.0 1.0 1.0 39.0 6.3 
12.0 2500.0 3.0 7510.4 1.0 0.0 0.0 0.0 36.0 6.7 
12.0 3770.0 5.8 5005.1 1.0 0.0 0.0 0.0 37.0 5.4 
12.0 3816.0 2.1 11828.5 1.0 0.0 1.0 0.0 38.0 5.3 
10.0 1969.0 7.6 14420.0 1.0 0.0 1.0 1.0 43.0 9.3 
10.0 2856.0 4.9 30263.4 0.0 0.0 1.0 0.0 44.0 9.5 
10.0 1536.0 18.5 44322.8 0.0 0.0 1.0 0.0 45.0 9.3 
12.0 2436.0 3.1 7472.0 1.0 0.0 1.0 1.0 36.0 8.6 
12.0 3640.0 3.8 13758.2 1.0 0.0 1.0 1.0 37.0 8.0 
12.0 1688.0 8.3 14073.1 1.0 0.0 1.0 1.0 38.0 8.0 
16.0 2396.0 12.9 31011.4 0.0 1.0 0.0 0.0 28.0 5.0 
16.0 1320.0 18.5 24443.6 0.0 1.0 0.0 0.0 29.0 7.2 
16.0 2024.0 15.2 30685.0 0.0 1.0 0.0 0.0 30.0 6.7 
14.0 2000.0 8.4 29699.2 0.0 0.0 1.0 1.0 37.0 7.8 
14.0 2794.0 6.7 34919.4 0.0 0.0 1.0 1.0 38.0 7.2 
14.0 2170.0 10.5 36367.4 0.0 0.0 1.0 2.0 39.0 6.7 
12.0 0.0 15.6 18025.0 0.0 0.0 1.0 0.0 54.0 9.4 
12.0 0.0 15.6 17459.7 0.0 1.0 1.0 0.0 55.0 8.8 
12.0 0.0 15.6 19241.8 0.0 0.0 1.0 0.0 56.0 8.5 
8.0 8.0 15.0 7827.6 0.0 0.0 1.0 3.0 41.0 7.1 
8.0 2080.0 3.9 8684.4 0.0 0.0 1.0 3.0 42.0 6.8 
8.0 2080.0 4.6 12741.1 0.0 0.0 1.0 3.0 43.0 6.2 
